District,Soil Color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop
Pune,Black,71,36,33,6.50499194790852,522.3676255056322,29.782420628290353,Jowar
Sangli,Black,60,46,52,7.0415686409622325,523.5786117766718,31.411839818536098,Jowar
Kolhapur,Clayey,84,40,47,7.115066354296688,661.2897577827473,23.69928327920686,Tur
Kolhapur,Black,55,52,38,7.448826397578137,904.0348983114137,28.11426452449686,Tur
Satara,Black,85,38,41,7.410355246942655,616.8751235521471,21.79893719723858,Soybean
Satara,Clayey,78,43,49,6.670988550103838,963.9245798459306,29.019894850936332,Tur
Pune,Red,79,46,43,7.122343796091463,777.2254596506326,26.07193707885773,Grapes
Pune,Clayey,69,43,43,7.269179705651171,2732.661782136771,20.700931319963,Rice
Pune,Red,56,59,45,6.628038789283493,614.3898457207695,23.117531440875265,Tur
Pune,Red,72,58,58,6.819665597025399,567.3368671171341,20.723641023497194,Grapes
Sangli,Red,71,54,49,6.372691080789348,531.4055233891012,26.005135491636665,Tur
Sangli,Clayey,69,56,45,7.222539556651862,2380.1588176792284,24.10003232077806,Rice
Solapur,Clayey,73,40,60,6.4664220576166835,775.4472988788829,24.261584906070137,Groundnut
Pune,Clayey,99,54,37,6.4821511847196644,1723.7692373414955,22.943091193696578,Rice
Pune,Red,73,58,49,7.4085516502225905,531.6681002208343,30.445937586169585,Jowar
Sangli,Black,88,55,58,6.088390873641493,677.2124128082621,23.903274911729646,Soybean
Satara,Clayey,141,83,115,6.148940714973556,2314.2083375912252,27.785022940282015,Sugarcane
Sangli,Black,82,57,39,7.357126839373425,607.1352426728586,29.15169429441243,Groundnut
Sangli,Red,76,44,48,7.481424311028078,723.1110353990164,23.598017396176736,Wheat
Pune,Reddish,44,41,53,7.310681577340409,551.6846845229969,25.404323793048125,Pomegranate
Sangli,Black,115,60,91,6.511313936164785,2227.0836474022744,25.34091099074272,Sugarcane
Pune,Red,85,53,35,6.073609269227598,414.186137563853,18.768313207519412,Wheat
Sangli,Black,122,81,117,6.638125629330023,1589.8883529723105,32.386756636967775,Sugarcane
Solapur,Red,59,46,55,7.2809608963292725,723.3219322769404,23.823162093041542,Grapes
Solapur,Red,61,37,58,6.475116850872883,419.92079803902834,27.491903646138134,Jowar
Kolhapur,Red,81,60,47,7.1947949483449705,501.27532923687033,27.864082450965377,Groundnut
Pune,Black,70,54,33,6.738975311950724,899.9172328482371,20.720797463245177,Soybean
Kolhapur,Clayey,89,60,33,6.478403393307798,2133.140690344244,20.738358590107804,Rice
Solapur,Reddish,77,35,48,6.083859253972975,444.1627773154257,31.41890830589434,Pomegranate
Solapur,Black,141,69,99,6.719479346923285,885.0386006311293,27.51323025792408,Cotton
Kolhapur,Clayey,48,54,60,6.347513733660341,891.935131560623,21.040832946687942,Maize
Sangli,Black,100,46,44,6.119334988947921,643.7594427991813,22.17114434587058,Wheat
Sangli,Red,77,54,46,6.534976760347186,480.4659236165536,30.0867639098465,Pomegranate
Satara,Red,69,51,47,7.398786509028758,688.6695593522863,21.62205135440933,Grapes
Solapur,Black,67,44,31,7.304082235901323,847.4027992935708,25.28841104811128,Soybean
Satara,Red,77,36,52,6.043433526849993,657.8071903935629,33.50024104583663,Jowar
Solapur,Black,69,50,30,6.640022558744118,681.3936386550067,26.80594794712942,Soybean
Satara,Clayey,86,58,36,7.4203374141678236,2977.4561647973815,24.08064122263715,Rice
Sangli,Red,72,57,58,6.963803647990381,526.7498034464991,32.82349195782285,Jowar
Kolhapur,Reddish,49,36,33,6.177869423744645,480.4684310032618,29.731466312947695,Pomegranate
Satara,Black,67,54,43,7.011560111392831,752.0450799401049,21.29125354412194,Grapes
Satara,Black,53,42,33,7.341324519923992,851.8981007636551,22.934384954150303,Soybean
Pune,Red,90,54,35,6.794920628715437,723.6209788241375,28.575960917078763,Groundnut
Satara,Black,74,53,31,7.470356082800409,617.5291413802089,31.675332478294163,Jowar
Solapur,Black,42,60,34,6.811164057530492,718.7956306680323,25.962931064152706,Soybean
Pune,Black,144,78,87,7.3942448241302206,1982.6356806717217,34.65190687739149,Sugarcane
Pune,Clayey,91,46,30,6.852581537334831,1532.3571830513933,26.865820315417125,Rice
Solapur,Clayey,68,59,43,7.027491004268283,2862.42821090668,28.86057951937754,Rice
Satara,Black,49,42,52,6.7565854834789585,542.0897680291124,25.790859279907593,Grapes
Sangli,Reddish,51,44,49,6.401142988726302,427.36683694369776,27.36763620909276,Pomegranate
Sangli,Black,70,51,47,6.904792992300804,408.16597410698506,22.849540316221564,Wheat
Kolhapur,Red,53,57,34,6.071089016380365,917.9124628964155,29.441747138165162,Groundnut
Pune,Black,84,55,45,7.473194714323275,653.8540867643485,16.214082167229684,Wheat
Kolhapur,Clayey,140,66,82,6.683851602967668,1927.9945145285774,28.58847648857741,Sugarcane
Pune,Clayey,100,40,32,6.735952091657261,2672.0319009912955,25.96174870770681,Rice
Satara,Black,42,42,32,6.00652559954058,679.8567676191851,25.654330936539466,Groundnut
Sangli,Black,74,36,51,6.62544488159458,571.6325647235969,20.90262893893016,Maize
Satara,Red,89,37,34,7.10925491460229,695.2793657197454,34.456862357621766,Pomegranate
Satara,Reddish,40,30,54,6.957170453319453,628.2149931442664,28.279075084347532,Pomegranate
Sangli,Red,83,41,35,6.274880068704201,540.9023474541453,26.552614444974253,Tur
Satara,Black,57,58,60,6.3715668768297435,773.5062115561677,25.326126155325433,Tur
Pune,Clayey,52,42,40,6.631418709697941,578.0004970598222,24.515224226350878,Groundnut
Sangli,Black,59,49,55,6.1135803340493045,656.589440722345,25.1062403132333,Soybean
Kolhapur,Clayey,89,58,41,7.039453695677057,522.1396840779407,27.571982281692456,Maize
Pune,Black,78,32,39,6.319794838639226,735.370467680262,26.67387727176446,Soybean
Pune,Black,59,45,36,7.193700890511788,812.2084068559026,22.921378899224514,Groundnut
Pune,Black,58,52,57,7.3724713939763875,820.245498177741,26.984844564991185,Soybean
Satara,Reddish,46,57,30,6.7814556471562675,517.0697608105603,29.71269889713472,Pomegranate
Kolhapur,Black,43,40,46,6.53958134127582,426.4543479482291,27.09097203215526,Jowar
Sangli,Red,49,56,34,7.3323852105110845,673.025724531449,29.932624462435,Jowar
Satara,Clayey,51,30,54,7.090535118658885,731.249211111086,29.94110142144032,Maize
Pune,Clayey,52,45,58,7.4450051187723,942.096557653391,27.57277482837152,Groundnut
Pune,Black,75,34,46,7.3218417126837565,967.1218451190487,23.260502332889168,Tur
Pune,Clayey,87,52,41,7.493189388652046,2780.2678534657803,29.136244453383036,Rice
Solapur,Clayey,97,45,50,7.106291008559981,2901.6292722957182,28.55383863881197,Rice
Solapur,Black,78,59,54,7.034892171497551,460.96196233545857,34.06635692517052,Jowar
Pune,Clayey,81,58,31,7.263715587721235,528.6752210844148,25.42407062146826,Groundnut
Sangli,Red,42,51,42,6.679918512100594,535.0811523853185,29.859067708499126,Tur
Sangli,Black,126,61,86,6.866892637304573,646.0413246892574,27.621802235103925,Cotton
Sangli,Black,49,46,47,7.067445151823149,876.2408998613303,26.504345887585817,Soybean
Satara,Red,60,54,53,6.781928733709397,673.0304443383669,29.05987711197464,Groundnut
Satara,Red,71,41,34,7.266415677532118,542.8315417901531,32.23545536175273,Grapes
Sangli,Black,84,60,39,6.780510072601963,543.5583884811114,24.875256393153922,Wheat
Kolhapur,Red,63,33,59,6.795281737306339,677.8775122438291,32.84209791561108,Jowar
Solapur,Black,96,49,31,6.294355022200501,782.4126503567456,21.59316684838154,Wheat
Solapur,Red,61,37,57,7.485002608660016,501.0258473518255,33.14860940859516,Pomegranate
Solapur,Clayey,87,52,49,7.04629929327711,2568.1414395081542,21.501337058980788,Rice
Solapur,Black,60,40,46,6.453206881053332,462.24427671385945,28.19515925822425,Jowar
Kolhapur,Clayey,53,39,45,7.077993520329507,601.0309344389924,21.483047866557303,Groundnut
Kolhapur,Clayey,72,49,43,7.1948505774832,978.5787708316899,28.263295840508945,Groundnut
Satara,Red,59,40,35,6.670979057612001,655.7480374055376,33.57454066005844,Pomegranate
Solapur,Black,90,49,41,6.904275848224842,970.7965091294402,22.830057717640475,Soybean
Sangli,Red,41,37,49,6.2633534310613745,541.0938289860231,20.53530450409185,Groundnut
Kolhapur,Reddish,54,33,37,6.145234462722576,414.473886824843,26.387106454604265,Pomegranate
Pune,Black,74,43,38,7.39559574753392,624.8503539427004,23.464592725563584,Maize
Pune,Red,89,55,44,6.689556127889731,749.2009924089996,19.774114276547657,Wheat
Solapur,Red,44,32,43,7.0657613696404145,800.1156016196427,25.359079376012225,Tur
Satara,Clayey,81,47,48,6.709943618595633,680.5190843676538,21.451689759984287,Tur
Pune,Black,54,35,48,7.039953603261692,956.8591687911853,24.248189271945275,Maize
Solapur,Red,69,44,35,6.369135307404753,619.1935027261463,19.483349428236878,Wheat
Solapur,Red,76,50,38,6.084810949928955,770.1292531220535,23.694273656777174,Groundnut
Kolhapur,Black,63,38,46,7.241268781909606,536.3985691311179,27.521059351044865,Maize
Sangli,Black,48,57,42,6.431722772167304,684.401225252392,20.25875503582395,Maize
Pune,Black,54,49,44,6.116853538091508,872.2608958046009,31.78379375320641,Grapes
Pune,Red,62,45,42,6.296653780997827,725.9761827412624,21.53323637770001,Wheat
Kolhapur,Clayey,82,53,46,6.805141659825079,757.2607402749464,20.45524620837817,Groundnut
Solapur,Red,85,57,40,7.400195945436694,646.3440454593288,21.791386298545554,Wheat
Satara,Red,71,40,54,6.596225705144308,994.0107617941765,23.370355969482052,Groundnut
Solapur,Black,89,54,48,6.812962946820164,663.340267110136,19.264482241633548,Wheat
Solapur,Black,55,33,31,6.1230555325674345,709.1545322593539,27.270659519699315,Groundnut
Sangli,Reddish,65,45,40,7.022449180467699,414.6908783947538,36.175139924635175,Pomegranate
Sangli,Clayey,68,57,43,6.335982107438141,562.7746637022259,21.376712848867594,Tur
Kolhapur,Black,88,49,49,6.810224778423542,677.8098122400509,26.628305640345637,Jowar
Sangli,Black,85,39,53,6.87802239581879,791.3010038489726,23.009378717777935,Grapes
Satara,Red,81,46,51,6.7653502549408095,687.8193618474568,29.901859936654844,Groundnut
Pune,Red,70,33,49,6.048464940144827,537.805781107935,30.016014339188978,Jowar
Pune,Clayey,99,52,49,7.22784048287928,1742.744860581546,25.220707698691427,Rice
Kolhapur,Red,66,42,44,6.889669813557824,514.6425568998063,16.61150491219551,Wheat
Sangli,Black,47,39,45,7.485252569894364,921.7216830701684,22.23032497279837,Groundnut
Kolhapur,Black,67,59,43,6.816991897394431,473.6863433023058,30.51143587550336,Jowar
Satara,Black,75,38,48,7.114129309753441,718.634729686439,23.335840213573448,Soybean
Solapur,Clayey,49,44,48,7.362213209936523,542.5106218937517,25.667163695318408,Tur
Kolhapur,Black,111,86,97,7.457920721265332,834.8858359559529,31.960441179605695,Cotton
Kolhapur,Reddish,50,39,30,6.284772206857313,483.63363067537824,32.011208480416734,Pomegranate
Sangli,Black,138,79,95,6.249407758897101,795.3668124300689,27.840414226322643,Cotton
Kolhapur,Clayey,66,50,31,6.7036891025375915,2964.7452222948114,27.894525175946765,Rice
Pune,Black,100,83,91,7.0453036699351435,817.3534133517284,32.14241690874057,Cotton
Sangli,Red,66,45,42,6.632761458468053,534.5422222665919,22.025882495290823,Grapes
Kolhapur,Clayey,82,47,51,6.1971123241020205,708.6280418495,21.825737702941467,Tur
Pune,Black,55,46,33,6.407469625525972,954.6799454770872,25.39438265788656,Maize
Solapur,Black,65,49,30,6.7073771757680785,788.7747037233688,15.814076576449295,Wheat
Solapur,Clayey,43,33,40,6.850239608784605,637.4698833344273,28.166479457086332,Maize
Kolhapur,Red,49,51,58,7.137990186575534,502.8369248032547,23.76786527593569,Maize
Satara,Red,63,40,49,6.880638530785979,655.3963142293841,27.36010199989955,Tur
Kolhapur,Clayey,121,89,106,7.354073418816826,1873.8184993372615,34.675851709655056,Sugarcane
Solapur,Red,64,60,31,7.347954707595143,765.956556331939,24.141306850903803,Wheat
Sangli,Red,71,56,43,7.168718987920379,824.9709942185243,20.576887979971545,Tur
Sangli,Clayey,75,48,33,6.01949600951443,2770.369741726817,22.08050566594466,Rice
Kolhapur,Red,58,47,54,6.787147659494302,499.05678047280264,37.670525479040414,Pomegranate
Solapur,Clayey,82,51,30,7.3085847730908995,843.0113283270989,26.669820241090548,Tur
Satara,Red,77,49,45,7.422353854992076,422.7772246691419,16.16620906931273,Wheat
Solapur,Black,71,31,36,6.3537573838086,852.7695668779501,29.3840362324733,Maize
Sangli,Black,45,57,33,6.0917697490308615,739.5322114533142,26.774585910833814,Grapes
Sangli,Black,80,54,49,6.0712350555426475,542.5363000101097,24.892776178678012,Wheat
Pune,Clayey,130,80,86,6.333491924207767,2410.072062236534,28.35429884473438,Sugarcane
Sangli,Black,60,34,58,7.004532349235817,458.5345184627875,26.468661214328808,Jowar
Solapur,Red,77,59,54,6.299137601241688,414.3789185052067,26.975967825204297,Pomegranate
Satara,Black,60,53,41,6.480719464292494,431.8242267701286,29.32513677782634,Jowar
Satara,Red,62,35,31,7.011004873329604,630.7300367574196,34.816143544813514,Jowar
Solapur,Black,112,77,105,6.224683580491154,2005.8150167114754,30.59580915069901,Sugarcane
Sangli,Black,64,38,33,7.046559028886819,857.2744841433876,27.75121032487244,Grapes
Pune,Red,56,56,40,6.515709438598554,914.3359720347983,23.142665042712675,Tur
Solapur,Black,89,48,56,6.464957941724122,543.1471364423317,24.257460090692433,Tur
Solapur,Black,88,43,40,6.806239282854448,708.5143885001289,29.082294161042014,Groundnut
Sangli,Red,87,42,56,7.063349983291035,791.1023036017141,29.891576079247955,Tur
Satara,Black,57,36,56,6.551546717940571,641.6882656512865,23.15742775619647,Soybean
Sangli,Clayey,45,58,52,6.378462032370582,689.7198590378049,28.077411781356002,Maize
Satara,Black,125,64,100,6.9727892355056085,887.4496079158812,31.562828115258498,Cotton
Sangli,Clayey,70,53,37,7.132929278924673,2529.9933192667104,29.092539813959952,Rice
Satara,Red,81,33,39,7.153561105702034,933.7723018894721,21.85365248451407,Maize
Satara,Reddish,55,49,51,6.471517009792431,439.1997847473524,33.92987013263014,Pomegranate
Pune,Black,47,43,43,7.484606672477929,878.7779794523999,21.03147557978009,Soybean
Pune,Black,57,56,45,6.155144136608094,872.4990949318224,24.167349207701363,Soybean
Sangli,Black,79,51,31,6.4929644119105685,783.8135946505279,27.668649959211834,Tur
Solapur,Black,60,54,44,6.727239186455259,627.9773125212307,20.394074070791365,Tur
Satara,Red,56,37,30,6.910185662382728,437.5896287982661,30.293342394257557,Jowar
Sangli,Red,74,56,39,6.759014258733621,627.687080121439,29.05464770453365,Jowar
Pune,Black,65,44,30,6.172237642133097,919.7991946826594,23.493534815931866,Soybean
Solapur,Black,131,70,115,6.4482137655663285,713.8875414003763,33.842046302850264,Cotton
Sangli,Clayey,126,81,97,6.977233366517609,2064.976270721848,26.80994382988272,Sugarcane
Pune,Red,70,32,32,6.383484945279651,933.8708092599157,26.80388283858012,Tur
Solapur,Red,43,55,59,7.288063430483987,653.9606655543613,24.664933649284556,Groundnut
Sangli,Black,104,88,103,7.009254947848236,1829.9913140849835,34.055895106587236,Sugarcane
Solapur,Red,80,36,58,6.2970095538808515,809.88710852808,25.430446262681443,Maize
Kolhapur,Black,83,41,54,6.6133702126484915,928.5461387155833,24.140501127885564,Soybean
Satara,Red,75,51,41,7.081993728245564,494.42118034899386,31.407368271389903,Pomegranate
Sangli,Red,81,57,52,6.714188399932523,775.282789719452,31.67560880062557,Grapes
Pune,Red,75,52,50,7.090089368917873,622.9437273917713,27.89186207143705,Grapes
Sangli,Black,110,69,101,6.888184815722277,2318.890581613587,32.563846302116865,Sugarcane
Pune,Black,43,39,33,7.3666108029683155,536.1818899057764,33.31486840593492,Grapes
Solapur,Black,137,88,105,7.423733253070107,2200.8534995985337,26.200293231942965,Sugarcane
Solapur,Red,40,32,46,7.49701904579883,521.8151793213995,20.278291093052683,Tur
Sangli,Clayey,68,50,39,7.425599273482609,2136.488286139736,29.029996451729573,Rice
Solapur,Red,41,50,52,6.950559533213554,554.398060067134,23.55051479896929,Tur
Satara,Black,51,36,39,6.082766790277346,548.9141589015247,27.417145724378805,Jowar
Sangli,Red,72,50,45,6.296704495696086,638.049372879942,29.165081164520494,Jowar
Pune,Black,56,33,41,7.196873846131773,704.4227171142264,22.5658366759092,Tur
Kolhapur,Red,57,44,59,6.68083585219561,478.95964856082173,33.00372872685029,Pomegranate
Satara,Black,67,46,36,6.039988853363336,963.8201552753426,24.79990986992108,Soybean
Kolhapur,Black,72,43,49,7.495967944570162,848.8481157809726,25.252501965242168,Soybean
Sangli,Reddish,70,53,41,6.616443159864589,639.6293688137243,25.1413687915143,Pomegranate
Solapur,Black,90,57,46,7.0339056981134025,711.66926761672,26.734295847303397,Soybean
Satara,Red,45,52,31,6.264796664972796,622.8633301741222,30.189681515842075,Jowar
Kolhapur,Red,51,48,48,6.296704420983621,663.4536759448489,27.579421739079756,Tur
Sangli,Red,89,48,49,7.498017779954975,522.9388674163608,27.14879693990942,Pomegranate
Sangli,Reddish,40,46,37,6.776085202793867,518.5380435330558,32.02183075541905,Pomegranate
Kolhapur,Black,100,88,95,7.076803534271383,638.6697714992745,30.257079579094665,Cotton
Sangli,Clayey,120,63,108,7.203624589670309,2336.389745928146,26.081274594646207,Sugarcane
Solapur,Red,45,37,32,6.237794549242181,506.0993669312962,26.757408235779934,Groundnut
Solapur,Black,80,38,33,6.585574349672023,789.054261962404,33.5468370933019,Grapes
Solapur,Red,65,45,50,6.821472525231051,482.5923446055199,27.80795846551124,Jowar
Pune,Black,43,35,45,6.526022127507669,581.5497258808141,29.41109305504929,Jowar
Kolhapur,Clayey,61,48,37,6.5167641943916195,1677.7510892437624,21.81419057458437,Rice
Solapur,Black,82,36,51,6.319561680861313,571.7575137934296,25.149316058252943,Jowar
Sangli,Black,72,54,48,6.229298427624766,696.6543278110039,26.69161892502162,Soybean
Sangli,Black,48,48,41,7.133762776765932,877.248901912198,26.684622215365394,Soybean
Solapur,Red,77,42,42,7.4035088799615885,759.9891379892849,22.982265031511737,Wheat
Solapur,Black,147,60,81,6.167828814805819,862.380301585124,25.997460713149977,Cotton
Kolhapur,Red,74,50,44,6.684499926347133,614.4050145936211,22.867724960780833,Groundnut
Satara,Reddish,89,56,43,6.634758693479435,474.43467699426867,25.87443829292556,Pomegranate
Sangli,Clayey,62,36,51,6.0668388271154665,794.1723422358017,24.06567157285923,Maize
Sangli,Black,144,77,99,6.117694398749989,748.2076693877751,32.416696071898514,Cotton
Kolhapur,Clayey,95,48,42,7.023291136382296,1778.0185085288463,28.78322144607257,Rice
Pune,Red,61,31,38,6.966233146522791,722.1030095041158,34.12558280912854,Grapes
Solapur,Black,115,86,86,7.105665205625534,2492.6692767259306,31.45406262200526,Sugarcane
Satara,Black,41,35,40,7.2887414271118525,404.21272831517524,34.3359373296864,Jowar
Sangli,Clayey,106,62,103,6.412112074475049,2227.239277948273,32.002875364597216,Sugarcane
Sangli,Black,70,50,37,7.424293562445852,605.6397230314769,21.704815852158177,Wheat
Sangli,Black,56,33,35,7.016376010917202,687.8628059839816,20.734035985926145,Grapes
Kolhapur,Black,53,56,55,6.898606553040494,675.0516210640205,22.679725535388084,Soybean
Sangli,Black,91,57,48,6.7022462906298,555.5369108220842,23.977926953849035,Wheat
Solapur,Red,59,53,40,7.298401275143679,790.1091574226475,25.1655051672748,Maize
Satara,Clayey,63,45,48,6.7337885345242645,1588.3322569875952,25.239384985442477,Rice
Pune,Black,86,42,47,6.67671553924401,457.13513533227245,16.232777340685956,Wheat
Pune,Black,62,47,59,6.142054440171945,661.292764157718,25.7297782082439,Soybean
Satara,Red,59,54,48,6.898443603247956,681.3441102355689,25.225741447394174,Jowar
Satara,Black,73,37,31,6.0450533921836715,573.8874222342683,31.543491000276052,Grapes
Sangli,Black,60,40,53,6.77704093719745,448.0458622597414,27.62940316179199,Jowar
Solapur,Black,74,40,56,6.525323775933341,968.8501705785687,24.758418257393345,Maize
Kolhapur,Clayey,68,53,44,7.043445370973885,2187.817261109667,29.325609839985702,Rice
Solapur,Red,46,42,57,6.367008945815431,918.8066554819969,20.325258207144252,Groundnut
Kolhapur,Red,60,30,45,6.717177280785764,456.7812523435085,33.599496193605226,Jowar
Pune,Red,88,35,40,7.440862313090596,518.4442669809191,27.67191902190538,Tur
Satara,Clayey,137,61,114,6.288340779318006,1825.32777235998,25.515249660766617,Sugarcane
Pune,Black,100,48,40,6.258270936865287,726.3526062353526,22.612250294260853,Wheat
Sangli,Black,41,53,31,6.68352042283783,504.9280519882239,22.332681763467033,Maize
Kolhapur,Black,70,49,41,6.404656695072134,804.9906584993055,26.904382181603943,Soybean
Kolhapur,Clayey,84,59,60,6.598217773612362,802.4143079565431,28.985707428232296,Tur
Satara,Black,50,32,38,7.036821354154502,740.8926040532426,29.538088974011306,Maize
Pune,Black,53,36,53,6.239441997038988,677.8915748825804,21.18982747701825,Soybean
Sangli,Red,100,52,30,7.099950149566758,439.808833717297,15.522883804876416,Wheat
Sangli,Clayey,94,47,40,6.137498524910614,2467.202062320714,28.402902459307256,Rice
