District,Soil Color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop
Pune,Red,43,52,137,6.725322880827635,445.4354782099082,25.738180064839234,Pomegranate
Sangli,Black,95,47,53,6.245569761842889,723.2163731176487,28.477294980054513,Maize
Sangli,Black,69,48,50,6.983714957239905,537.3827395027887,22.550285512607985,Wheat
Solapur,Red,41,112,183,6.707936962500513,675.8684862192833,34.54211429835998,Grapes
Pune,Red,38,83,186,7.475511034047176,811.8208701756263,26.303083682787257,Grapes
Solapur,Black,59,105,243,7.202693169934518,562.2097407187309,17.168524582838863,Grapes
Solapur,Black,53,26,27,6.423248911179567,374.8126214562612,32.91031512613086,Jowar
Kolhapur,Black,32,37,40,6.315130700297868,442.55154181660373,28.810658478204154,Jowar
Satara,Black,100,54,44,6.966267410273721,603.1190768376694,26.96649727484048,Maize
Satara,Black,105,47,46,7.848389992152366,826.0786218891178,33.08873088194969,Cotton
Satara,Black,71,40,32,6.856013794471621,340.54642992854,23.069979271116154,Wheat
Sangli,Black,190,89,116,6.85952682996259,2706.614030407307,32.731061771767905,Sugarcane
Solapur,Black,25,46,36,6.878223186475068,744.8003996612083,29.22618239705372,Tur
Satara,Black,54,57,22,6.103003395830823,622.1903208079358,21.219869501914552,Wheat
Pune,Red,88,55,53,6.502502451001058,715.445348348272,19.78874655946149,Maize
Solapur,Clayey,82,59,32,6.571494001695715,2935.8920885192774,26.89274896333967,Rice
Solapur,Black,78,35,38,6.9287837865405475,581.5170194574921,11.73289498674481,Wheat
Sangli,Black,65,53,47,6.4424287806241205,808.4583898057319,20.397721182332575,Maize
Satara,Red,26,62,34,6.435566385069958,676.262762621803,30.14827532502787,Tur
Kolhapur,Medium Brown,47,67,45,6.969543237474043,681.7110948795038,34.40365730826566,Soybean
Pune,Black,63,58,49,6.344218385084288,588.5361950511348,16.53540942228602,Wheat
Sangli,Clayey,83,32,48,6.416570724132421,2396.0021717267678,30.80303962692696,Rice
Satara,Reddish Brown,40,37,136,6.9120670286596635,635.3256087182311,28.031359599363363,Pomegranate
Pune,Red,58,27,33,6.468010164477074,591.5047150674397,25.161207136625276,Jowar
Solapur,Black,23,46,31,6.199989735910818,589.5648523439793,26.9384647896185,Tur
Pune,Red,24,114,164,6.5439035672556,815.0962871784163,18.890950292428357,Grapes
Kolhapur,Red,84,51,50,6.298743690219604,649.0912255461667,25.648345419179094,Maize
Pune,Reddish Brown,51,40,82,7.555118293053858,550.1190939824756,38.16888574380591,Pomegranate
Pune,Red,57,50,36,6.958035702398301,413.0039670233284,20.446369499184726,Wheat
Satara,Medium Brown,31,65,55,6.181807352013294,643.6255098884803,31.0152062507425,Soybean
Satara,Black,76,44,51,6.833307643843024,883.4956428408352,28.586741722535937,Maize
Pune,Medium Brown,31,69,55,6.843690002350343,760.6171192313494,32.536261307730925,Soybean
Pune,Red,39,25,33,6.1184201741836945,357.24653300661225,25.458056066181257,Jowar
Sangli,Reddish Brown,78,55,81,7.40120332101956,462.22590162034913,33.86229923386151,Pomegranate
Solapur,Black,52,89,220,6.588529017423629,588.4180405026775,27.609221421825197,Grapes
Kolhapur,Red,31,90,190,7.409028247189922,609.8230199252766,17.70199440830255,Grapes
Solapur,Light Brown,36,49,40,6.540093402085635,550.529610813288,34.7595934638783,Jowar
Sangli,Light Brown,52,44,37,6.200900644099172,368.79858570734444,32.40014677316184,Jowar
Sangli,Clayey,84,32,43,5.935093035670477,1659.204971733353,24.541231679949515,Rice
Solapur,Black,87,45,54,6.659382995042639,699.6005728480895,18.70395258291408,Maize
Sangli,Black,65,51,20,6.923047665580217,548.4886445418219,14.914199509497262,Wheat
Solapur,Black,224,85,111,7.308243065166632,2032.2961377834151,32.70534177184891,Sugarcane
Pune,Black,136,30,60,6.54215596636294,648.0733693141649,31.232964436112038,Cotton
Sangli,Black,50,37,36,6.396226614744424,487.94460701941057,32.99207446854954,Jowar
Sangli,Red,39,67,36,6.671190349735726,640.5020056143537,31.67277091120596,Tur
Satara,Black,44,50,25,6.913367108256125,592.6960794180363,33.98689510904342,Jowar
Satara,Black,138,55,40,7.302540800100725,814.049737964258,28.30207626930317,Cotton
Pune,Red,27,35,37,7.010099330135185,300.36793221462483,34.72013355999567,Jowar
Sangli,Black,71,52,59,6.170879915580635,640.906626657677,23.98000440518483,Maize
Kolhapur,Red,58,57,95,7.376548942076256,698.9096838014057,33.84822461764975,Pomegranate
Satara,Black,80,46,67,7.588949158713768,731.3802833907582,33.961486257715336,Cotton
Satara,Black,128,58,70,7.730568982680822,779.9268347763617,37.294641011793345,Cotton
Kolhapur,Black,137,41,41,6.910999081293291,857.7710230292532,33.4053931781063,Cotton
Sangli,Black,62,57,49,6.571863518626376,500.35125597335787,17.881307637275018,Wheat
Satara,Black,132,41,58,7.458216246859047,739.6028356153855,37.25998050383531,Cotton
Satara,Black,23,80,202,7.10292398278835,450.3562400676645,21.071104203498706,Grapes
Solapur,Black,99,53,45,6.553589103021001,578.7729482917978,19.843916191435724,Maize
Pune,Clayey,72,39,58,6.967141318592434,2323.5198317773,29.895787922528925,Rice
Pune,Red,49,91,151,7.304928937638192,505.0931959539341,21.166990277418304,Grapes
Sangli,Black,26,120,210,7.454970941628223,829.5981372343579,32.97085118618567,Grapes
Solapur,Black,179,86,116,6.60968743312963,2038.7051091739788,26.37179245206184,Sugarcane
Sangli,Black,33,62,27,6.920327457882663,502.08344905180445,26.08585095880433,Tur
Pune,Red,58,30,34,6.6383404510543045,434.09256551966484,19.81563573841616,Wheat
Kolhapur,Clayey,85,37,51,6.305598722372572,1713.0962744962656,23.779256820522477,Rice
Sangli,Medium Brown,47,51,43,6.569409597412292,895.3662200348904,24.41080230962394,Soybean
Kolhapur,Black,40,69,49,6.529739834217979,877.296812161596,24.903142445151385,Soybean
Sangli,Red,65,53,27,6.0469006496852025,695.4579461491317,11.364234924161597,Wheat
Sangli,Black,116,57,56,6.381789735403959,792.6750809429341,37.28953055200296,Cotton
Satara,Red,57,47,131,7.857578286986792,616.5404372646378,35.39618715104911,Pomegranate
Satara,Red,41,53,30,6.3262024810424355,376.4265996257965,11.295738912701188,Wheat
Sangli,Clayey,191,79,78,7.158910858957293,2858.9529630251977,29.76115778108809,Sugarcane
Solapur,Black,66,41,22,6.173336911748039,476.49205855593937,14.894497583952216,Wheat
Satara,Medium Brown,38,73,36,6.481965911556138,834.523291521002,22.856666464482693,Soybean
Pune,Black,22,40,37,6.182352792232971,537.1071775359944,26.78613691098054,Jowar
Sangli,Light Brown,27,37,22,6.129793150421701,573.8811164677342,30.69466940014284,Jowar
Solapur,Black,109,52,40,6.637166524625512,659.2121899330972,30.406460401028554,Cotton
Solapur,Red,52,86,241,7.2302086678519535,455.0606844165917,30.85069775949528,Grapes
Sangli,Black,101,38,48,6.517192707460502,633.4158724734473,28.97486071843446,Cotton
Satara,Black,107,41,49,6.389715256674911,832.8276157227381,30.09651692277061,Cotton
Kolhapur,Reddish Brown,67,44,85,7.74721927457905,523.3782329717694,28.384062398991304,Pomegranate
Kolhapur,Clayey,68,47,53,6.397180449715459,1656.384698231919,28.47621188556029,Rice
Pune,Light Brown,44,28,32,7.1068027737616255,490.77833695232107,33.20197463810449,Jowar
Sangli,Black,32,68,23,6.857543680674703,677.129406571107,29.221836706251523,Tur
Pune,Red,86,49,53,6.11857144161925,807.6055722454008,20.70904118580843,Maize
Pune,Black,84,55,52,6.676435811930872,604.883041941783,23.864760957612262,Maize
Satara,Black,28,39,20,6.6607577490297825,550.5192633466395,31.40372636163379,Jowar
Satara,Black,168,63,139,7.135239304367899,1926.1928908607229,33.40272492846246,Sugarcane
Pune,Clayey,81,53,49,6.869095855136685,2598.771142992342,25.121074480677485,Rice
Satara,Black,66,47,46,6.940838807228217,776.6174464913005,25.850827116796875,Maize
Satara,Black,115,56,67,7.429802492000447,1024.6487018218525,34.16607821475205,Cotton
Pune,Black,48,51,52,6.030159360671887,817.6816462279705,30.171946380800343,Soybean
Pune,Red,30,85,169,6.606087693539406,665.3196890214244,18.856485939282464,Grapes
Sangli,Black,78,54,45,6.546718471650859,548.9990492136898,25.176259676476445,Maize
Satara,Clayey,74,41,39,6.681709143995764,2527.2355666737767,27.575045980361665,Rice
Kolhapur,Black,64,51,53,6.689718189944382,771.4484712589572,20.81526886624756,Maize
Kolhapur,Red,86,59,52,6.759310588424801,870.4418386149478,24.055642454625882,Maize
Pune,Red,68,50,42,6.124578798235705,422.05797712753815,21.38685050362904,Wheat
Kolhapur,Black,36,79,33,6.584681496285943,665.5350585115156,21.703052038103273,Soybean
Sangli,Clayey,88,37,46,6.704449219013431,2281.9084250324486,27.447651933765115,Rice
Pune,Red,71,43,133,7.692350750542401,698.8936537574625,25.76751924943998,Pomegranate
Satara,Reddish Brown,72,31,124,6.556169540384726,685.852359342732,35.842000530675676,Pomegranate
Pune,Red,40,47,45,6.5725480815719575,459.5073098093875,24.17066572540309,Wheat
Sangli,Red,23,85,161,7.335817271612119,429.33138547665396,33.09679041856201,Grapes
Pune,Black,49,35,48,6.871127666689498,660.2682946068395,17.892747853045307,Wheat
Kolhapur,Black,70,37,35,6.068499217043449,497.4794443253197,12.41480132031556,Wheat
Sangli,Black,36,51,56,6.8022444632086785,885.1277654673238,25.43860023017458,Soybean
Satara,Black,82,51,66,6.4556890480525615,1001.2214951190684,34.62962059683337,Cotton
Pune,Red,55,34,85,7.407400785915298,526.9045078862715,36.538770729554976,Pomegranate
Pune,Black,221,61,138,7.28500873585215,2535.3879200237766,20.074755497826064,Sugarcane
Pune,Clayey,150,66,105,6.513538542645158,2250.6372460695284,28.576303814991896,Sugarcane
Kolhapur,Clayey,164,51,122,7.343437183970164,2923.5654230968917,22.867580131972087,Sugarcane
Satara,Black,23,36,28,6.38805927942137,494.31668990255304,26.383117126287903,Jowar
Kolhapur,Black,29,60,23,6.902073102059221,517.1253672384556,31.678119648393753,Tur
Solapur,Reddish Brown,52,52,104,6.500169401250261,596.762655630031,25.490707265621037,Pomegranate
Pune,Red,32,40,39,6.432724313291474,558.3932337675526,29.753836523998494,Tur
Kolhapur,Black,32,45,40,7.207565617128458,519.1233680417832,33.947321780646625,Tur
Kolhapur,Black,134,55,58,7.016591077167162,1077.9537256922897,28.931073532376807,Cotton
Solapur,Black,131,32,48,6.330851819104756,1093.3226246317581,33.74797356829565,Cotton
Pune,Red,77,44,46,6.922279844409883,447.11099205640016,24.246078126674256,Wheat
Solapur,Clayey,65,34,49,6.13966980126373,2477.8121982943726,28.547216316773422,Rice
Kolhapur,Black,75,53,49,6.022776035566976,503.78478772255363,24.076380621887694,Maize
Satara,Black,80,35,43,6.215404218148259,591.6584583579238,12.583891958091128,Wheat
Solapur,Red,56,53,26,6.861447256673177,406.56621993628613,13.330650480189517,Wheat
Kolhapur,Medium Brown,39,80,57,6.608655104913867,872.0155441450493,31.836921201166355,Soybean
Sangli,Black,72,31,32,6.7110377229289435,487.09571757900903,11.569656296206883,Wheat
Sangli,Clayey,74,42,30,5.763320509900414,2891.390390889435,29.9583370480617,Rice
Kolhapur,Black,49,32,50,6.723687870853752,578.5842096354604,14.117294447771886,Wheat
Solapur,Red,30,81,210,7.311443377172923,489.9201733489036,34.465180094017114,Grapes
Kolhapur,Black,71,57,45,6.45395009175642,823.1463917194563,19.678245954697378,Maize
Satara,Red,45,28,21,6.655913975810535,477.3781455943664,26.90935944641452,Jowar
Kolhapur,Black,43,83,228,7.421827532484324,551.8913118429508,25.154999786174123,Grapes
Pune,Red,80,35,33,6.85040982449116,617.2219292981983,24.279868131546493,Wheat
Pune,Clayey,65,48,55,5.735222291470898,1841.2177624442752,30.129660685272356,Rice
Solapur,Black,47,38,22,6.17148224515814,369.76793825384334,26.82252191883007,Jowar
Satara,Reddish Brown,63,47,88,7.527018016441002,628.3915797743331,38.25888535986647,Pomegranate
Satara,Clayey,75,30,58,6.1717053729069224,2210.7683394966516,30.155382093076586,Rice
Pune,Black,120,56,51,7.211163294978699,661.9873505475185,30.132049247967075,Cotton
Pune,Light Brown,53,41,34,6.316126024289613,531.3425382074649,28.40597105816473,Jowar
Satara,Reddish Brown,43,56,138,7.4907895914921765,402.2697078532007,33.17111822940209,Pomegranate
Kolhapur,Black,94,49,44,6.898348000774965,889.472732478331,31.355883069801667,Cotton
Kolhapur,Black,73,46,34,6.884135517760712,421.8974463096639,16.619952322546276,Wheat
Pune,Red,84,51,53,6.901184958738104,673.6195453920859,25.20982214934615,Maize
Sangli,Medium Brown,47,73,40,6.629741518862126,715.8913581450453,21.44704085458364,Soybean
Sangli,Clayey,88,31,58,6.47049443001635,1817.0623318195292,22.830186255602396,Rice
Kolhapur,Red,56,115,194,6.785759143531185,897.2154489743529,19.92523492410411,Grapes
Pune,Red,45,113,175,7.170513603574816,825.9857794787576,27.10520534555922,Grapes
Solapur,Red,40,40,90,6.669510045313968,481.02377532697056,27.883862116055656,Pomegranate
Sangli,Clayey,213,80,76,6.810489350871425,2218.694957888527,22.516861019109356,Sugarcane
Kolhapur,Black,54,33,31,6.325012903999745,456.708216548897,16.482191075999395,Wheat
Satara,Black,60,104,216,7.487939868739225,447.97142807473824,25.04487771465991,Grapes
Kolhapur,Black,44,29,21,7.437367567785443,578.2143510638612,29.882200233877462,Jowar
Solapur,Black,102,59,59,7.55034761558236,918.3304746748582,35.440574975303754,Cotton
Solapur,Black,27,71,34,6.533842399065562,956.3701116046967,24.888145353926905,Soybean
Sangli,Clayey,63,45,51,6.290781204431587,1514.8874829777208,23.443342613344186,Rice
Pune,Black,75,50,46,6.683967788246716,514.7194099717402,10.709283006424194,Wheat
Kolhapur,Red,20,67,23,7.371598155448487,685.1539295619194,32.44307820165052,Tur
Sangli,Black,117,42,68,7.4068203966822495,748.6503591199503,31.29527740263505,Cotton
Pune,Clayey,82,48,41,6.8684347716197625,1576.403798323713,28.390207858812566,Rice
Kolhapur,Black,82,31,45,6.7656203873409275,728.6614809008129,31.011875193296788,Cotton
Solapur,Black,74,59,28,6.347487891159637,449.70593510120653,24.60027925577602,Wheat
Sangli,Red,98,53,58,6.494700324013725,687.6835624071055,29.626890623340884,Maize
Pune,Red,86,41,57,6.02729646036582,702.0380951570087,29.743339310831004,Maize
Satara,Black,47,52,31,6.486626934223513,524.0563377156102,16.618228501918807,Wheat
Solapur,Clayey,63,37,32,6.453634770818756,2557.17666793474,22.365493888699614,Rice
Solapur,Black,23,47,23,6.728920591682359,698.3629974777709,26.69108391388567,Tur
Solapur,Red,41,58,29,6.827883126005494,528.3835847337384,11.494673448757673,Wheat
Satara,Medium Brown,49,50,32,6.463762579389295,874.7885072583279,29.290219631100282,Soybean
Pune,Red,40,105,171,6.683818285090772,593.6299781611453,22.53458815549021,Grapes
Solapur,Red,84,59,49,6.856118920531154,657.7580908549412,24.014746886115887,Maize
Pune,Light Brown,25,35,25,6.813930414936188,396.0427389002552,25.17340977388276,Jowar
Sangli,Black,38,51,38,6.507196095529849,723.1519709486814,33.44543854090831,Tur
Kolhapur,Red,52,57,27,6.34356639490514,691.7235745855635,13.24180607923341,Wheat
Kolhapur,Black,37,48,34,6.363595720676133,384.8626362647106,34.25441827875525,Jowar
Pune,Medium Brown,49,69,51,6.280509640893502,788.9859707773851,23.835431426250906,Soybean
Sangli,Clayey,196,77,76,7.191168791342993,2252.176442467234,29.53829605144905,Sugarcane
Satara,Black,79,60,57,6.888128451073811,837.704575336772,27.213002854623088,Maize
Pune,Black,59,116,226,7.439720011959922,416.4394978902617,23.045076320000923,Grapes
Pune,Black,34,63,44,6.342918397952697,677.649927772491,32.883576483590296,Soybean
Kolhapur,Clayey,182,57,84,7.310646720241174,2718.697605943546,33.35502330405893,Sugarcane
Pune,Clayey,234,73,106,6.600588620704045,2140.605392358159,28.407385279068883,Sugarcane
Pune,Clayey,83,34,51,5.952345662292569,1672.0321078770003,28.39770727059074,Rice
Pune,Black,35,47,36,6.688965769025636,568.811663327841,28.3527723246731,Jowar
Pune,Black,189,50,114,6.841096481566535,2140.5934591325913,33.123748602158315,Sugarcane
Kolhapur,Black,193,76,131,6.510257015015625,2019.5348555007088,24.32588932563637,Sugarcane
Sangli,Black,152,74,130,7.126324977890044,2327.555564288896,32.395016087512545,Sugarcane
Pune,Black,132,43,67,6.699064743375162,940.9186477955934,36.18000976054448,Cotton
Satara,Black,60,51,25,6.731977357367676,448.86414462177527,22.256817830785543,Wheat
Kolhapur,Black,32,77,41,6.110681066719798,988.4092907801776,23.852333172494532,Soybean
Solapur,Red,39,42,33,6.359152189689234,614.4049020627903,30.727844506379725,Tur
Satara,Red,52,41,86,7.3768287490930256,493.3059488100826,28.54459391511902,Pomegranate
Solapur,Black,115,31,64,7.896194651938041,947.9693605758748,26.842615523761616,Cotton
Kolhapur,Black,26,77,47,6.643439979292312,719.3938685952434,27.19171678210377,Soybean
Satara,Medium Brown,27,74,55,6.53815421390665,899.0123631219992,33.22636503879227,Soybean
Solapur,Medium Brown,44,69,59,6.991122745194362,655.6356032593743,25.768232910935737,Soybean
Satara,Medium Brown,49,74,37,6.419764904494208,612.502658005434,26.568229665747875,Soybean
Kolhapur,Black,53,116,188,6.94080792126322,434.40222869585824,20.61108165980594,Grapes
Kolhapur,Red,32,66,25,7.487016927664696,785.443746231095,25.301343144171273,Tur
Kolhapur,Reddish Brown,62,40,103,6.691472510780027,646.4124667039881,27.34342509107779,Pomegranate
Sangli,Red,48,94,177,6.6836213158255395,761.2629472709228,20.219645108234918,Grapes
Pune,Black,73,33,23,6.352417869545821,663.601246283521,10.522643371734516,Wheat
Kolhapur,Black,55,33,44,6.373337408015487,574.3600058810928,22.023633497513636,Wheat
Satara,Black,30,54,22,6.757613395740857,711.6350146999887,31.495753850618936,Tur
Sangli,Red,57,26,28,6.346420539716648,454.3495522326815,32.637815922660685,Jowar
Satara,Clayey,65,51,51,6.632118211620364,1703.7889362185042,29.844247288046,Rice
Sangli,Clayey,66,53,43,6.601645505243818,2794.6251246479874,23.146577941721063,Rice
Solapur,Light Brown,39,40,31,7.378789024291665,492.0726817265818,33.14496499264189,Jowar
Sangli,Black,80,43,43,6.517625668179711,802.2673089222549,24.422571140765992,Maize
Kolhapur,Black,55,44,31,6.26976228708286,301.4260387423042,26.557411525891574,Jowar
Solapur,Red,54,33,30,6.769781221702171,549.002683943284,25.013162702958926,Jowar
Solapur,Black,117,59,70,6.925639439396064,909.92891765326,25.443124173877514,Cotton
Solapur,Black,51,44,21,6.328717102371252,546.2101206809602,31.15796524643209,Jowar
Satara,Black,58,46,41,6.558820135479623,529.433010023926,13.868202611367204,Wheat
Sangli,Black,69,50,29,6.791283054102408,547.4671138788086,16.53243426832141,Wheat
Satara,Red,38,120,195,6.54296019082803,552.3494700416647,18.875527144864442,Grapes
Pune,Clayey,89,30,51,5.672332278071574,1802.4825999208392,22.28528485332475,Rice
Kolhapur,Black,57,111,195,6.639391038902003,580.1735631324366,26.667665457373673,Grapes
Satara,Medium Brown,32,50,31,6.611416883407202,988.3719590611827,25.29571336305584,Soybean
Sangli,Black,41,120,173,7.233279237481359,415.164744488511,30.260886953215007,Grapes
Satara,Clayey,202,79,141,6.5602058487366754,2698.497989893337,24.543811153630948,Sugarcane
Pune,Red,64,50,58,6.9298931305255485,611.1913102120681,27.866361297158996,Maize
Solapur,Red,28,117,250,7.103843235122695,598.8780427848477,16.987276035554448,Grapes
Sangli,Black,45,49,31,7.1716971447268065,427.9970845175783,32.38806558646335,Jowar
Pune,Black,75,42,49,6.231027281780913,435.9271363976808,18.862753724415192,Wheat
Satara,Black,20,72,32,6.487086712234875,772.2574581737391,24.779896451897425,Soybean
Satara,Black,223,56,117,6.833273766261135,2719.173106555655,30.51290002900314,Sugarcane
Solapur,Red,74,57,56,6.59514841657434,759.0945515881235,20.916840388951577,Maize
Solapur,Black,22,45,28,6.598834237691989,788.8951398241584,33.39778622341229,Tur
Sangli,Red,62,31,140,7.784166043589824,660.1037564722994,32.22810626604158,Pomegranate
Solapur,Clayey,193,60,104,6.593138285446533,2107.0706140535867,34.06364142880667,Sugarcane
Kolhapur,Clayey,61,49,46,6.1708268813398774,2090.881061812307,22.928904612574982,Rice
Satara,Clayey,233,74,78,6.724255485395148,2047.1425885363594,29.77489210232904,Sugarcane
Kolhapur,Black,34,53,39,6.125133930289951,748.7513456044912,28.854671812355665,Tur
Kolhapur,Black,31,36,27,7.482111816826705,407.95789323508995,25.88692454566761,Jowar
Sangli,Black,56,94,188,7.227864589223175,511.86869579363,23.050504123123048,Grapes
Satara,Red,41,37,46,6.765640686921697,653.7173883375107,19.74812407654798,Wheat
Satara,Clayey,209,58,95,6.741887810242697,1806.818322662707,29.703573897410646,Sugarcane
Sangli,Red,23,101,162,6.8949563145336885,654.087326344591,22.303564774107908,Grapes
Kolhapur,Black,108,36,65,7.642257743624299,698.9707774248872,35.425646808578165,Cotton
Sangli,Clayey,224,56,138,7.409325587758678,2635.866268141642,21.595249863805662,Sugarcane
Kolhapur,Black,71,41,42,6.684762895799069,827.5446692697833,26.606623239846954,Maize
Satara,Black,55,30,36,6.766242757252417,563.8603476432797,28.621650257287826,Jowar
Satara,Black,120,37,53,7.279347196544281,1084.9619498941468,27.350102333377798,Cotton
Pune,Black,47,73,38,6.7825015031118046,870.6189699008879,24.721372815503077,Soybean
Satara,Black,109,58,44,6.425795435752825,1088.9034909685438,26.132164534152988,Cotton
Sangli,Black,200,79,128,7.42332131967357,2322.259530734536,24.70097417160316,Sugarcane
Sangli,Black,55,51,32,6.532550643815499,326.11406986002527,10.551879856542424,Wheat
Satara,Black,120,45,59,7.754945679822229,723.202010198863,31.249657315299075,Cotton
Pune,Black,37,46,35,6.81712440517491,503.28313169778926,27.375696480062427,Jowar
Satara,Clayey,85,57,55,6.478802886070473,1758.2741026305853,29.63081995407374,Rice
Kolhapur,Black,43,87,157,7.010116024202643,581.5661745821002,26.79328693870925,Grapes
Kolhapur,Red,54,38,132,6.572637205836645,439.4911993191423,32.733780618167785,Pomegranate
Satara,Red,44,22,37,6.821487327379564,371.62353368726224,27.090471193714258,Jowar
Solapur,Red,58,58,47,6.407154847603121,328.2702719422321,23.407606733737673,Wheat
Pune,Red,38,49,20,6.396980100632115,767.8751938673142,33.716569420138825,Tur
Solapur,Red,63,47,45,6.9277089940564185,794.196950554124,28.46035154779233,Maize
Pune,Black,64,44,57,6.7609526765778485,558.0410159922067,29.017786068024847,Maize
Pune,Red,57,91,214,7.128856463853344,487.57333793481723,17.110375425523234,Grapes
Solapur,Reddish Brown,77,45,138,7.964053228783882,551.3103974963049,31.782520818832445,Pomegranate
Satara,Red,78,56,39,6.2950425967745165,493.6592775174913,18.905603540488634,Wheat
Solapur,Black,50,54,35,6.1964621057966625,964.0346786774783,26.72435791619293,Soybean
Solapur,Clayey,89,35,42,6.8157045147708875,1511.9913187421741,24.862019015387276,Rice
Solapur,Red,79,46,20,6.606453317543191,381.92252944941504,24.398827064378786,Wheat
Pune,Light Brown,45,43,38,7.446860607564554,307.4709795579293,28.873568733681417,Jowar
Sangli,Clayey,154,79,97,6.819567583711016,1936.9034888890465,34.30257532290233,Sugarcane
Sangli,Red,35,42,25,6.122176992753672,585.8464505589347,32.964708432822604,Tur
Solapur,Black,52,48,46,6.652074865725297,630.9767454872886,15.331634692916648,Wheat
Solapur,Medium Brown,29,62,36,6.442480736211885,843.4385374027172,24.200005164142325,Soybean
Sangli,Red,79,58,47,6.349106025081853,527.879545808004,20.85830594677986,Wheat
Sangli,Red,21,31,30,6.466121733964384,377.24333482635654,26.438135228642288,Jowar
Satara,Red,20,55,36,7.312250376839442,596.3307803040775,32.125230036496795,Tur
Solapur,Reddish Brown,50,35,122,7.227434864926121,541.2191463760644,34.47712763483236,Pomegranate
